Detected GPU: Tesla T4 (Compute Capability 7.5)
Compute Capability < 8 detected, switching to float16 (no native bfloat16)
T4 detected, scaling down hyperparameters: seq_len=512, depth=8, batch_size=65536, window=L
Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.013297e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011085 | lrm: 0.00 | dt: 8231ms | tok/sec: 7,962 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00165 (52.4%) | loss: 4.117113 | lrm: 0.95 | dt: 1026ms | tok/sec: 63,895 | mfu: 1.3% | epoch: 1 | remaining: 142s    
step 00166 (52.8%) | loss: 4.114418 | lrm: 0.94 | dt: 1029ms | tok/sec: 63,684 | mfu: 1.3% | epoch: 1 | remaining: 141s    
step 00167 (53.1%) | loss: 4.113716 | lrm: 0.94 | dt: 1033ms | tok/sec: 63,440 | mfu: 1.3% | epoch: 1 | remaining: 140s    
step 00168 (53.5%) | loss: 4.109534 | lrm: 0.93 | dt: 1033ms | tok/sec: 63,427 | mfu: 1.3% | epoch: 1 | remaining: 139s    
step 00169 (53.8%) | loss: 4.101125 | lrm: 0.92 | dt: 1030ms | tok/sec: 63,649 | mfu: 1.3% | epoch: 1 | remaining: 138s    
step 00170 (54.2%) | loss: 4.096633 | lrm: 0.92 | dt: 1031ms | tok/sec: 63,592 | mfu: 1.3% | epoch: 1 | remaining: 136s    
step 00171 (54.5%) | loss: 4.085029 | lrm: 0.91 | dt: 1031ms | tok/sec: 63,584 | mfu: 1.3% | epoch: 1 | remaining: 135s    
step 00172 (54.8%) | loss: 4.084325 | lrm: 0.90 | dt: 1034ms | tok/sec: 63,381 | mfu: 1.3% | epoch: 1 | remaining: 134s    
step 00173 (55.2%) | loss: 4.076006 | lrm: 0.90 | dt: 1029ms | tok/sec: 63,674 | mfu: 1.3% | epoch: 1 | remaining: 133s    
step 00174 (55.5%) | loss: 4.065831 | lrm: 0.89 | dt: 1034ms | tok/sec: 63,393 | mfu: 1.3% | epoch: 1 | remaining: 132s    
step 00175 (55.9%) | loss: 4.066429 | lrm: 0.88 | dt: 1031ms | tok/sec: 63,549 | mfu: 1.3% | epoch: 1 | remaining: 131s    
step 00176 (56.2%) | loss: 4.063903 | lrm: 0.88 | dt: 1030ms | tok/sec: 63,597 | mfu: 1.3% | epoch: 1 | remaining: 130s    
step 00177 (56.6%) | loss: 4.064251 | lrm: 0.87 | dt: 1032ms | tok/sec: 63,518 | mfu: 1.3% | epoch: 1 | remaining: 129s    
step 00178 (56.9%) | loss: 4.060913 | lrm: 0.86 | dt: 1029ms | tok/sec: 63,719 | mfu: 1.3% | epoch: 1 | remaining: 128s    
step 00179 (57.3%) | loss: 4.048204 | lrm: 0.85 | dt: 1033ms | tok/sec: 63,464 | mfu: 1.3% | epoch: 1 | remaining: 127s    
step 00180 (57.6%) | loss: 4.039601 | lrm: 0.85 | dt: 1030ms | tok/sec: 63,637 | mfu: 1.3% | epoch: 1 | remaining: 126s    
step 00181 (57.9%) | loss: 4.036795 | lrm: 0.84 | dt: 1030ms | tok/sec: 63,629 | mfu: 1.3% | epoch: 1 | remaining: 125s    
step 00182 (58.3%) | loss: 4.034516 | lrm: 0.83 | dt: 1028ms | tok/sec: 63,720 | mfu: 1.3% | epoch: 1 | remaining: 124s    
step 00183 (58.6%) | loss: 4.028639 | lrm: 0.83 | dt: 1026ms | tok/sec: 63,847 | mfu: 1.3% | epoch: 1 | remaining: 123s    
step 00184 (59.0%) | loss: 4.021353 | lrm: 0.82 | dt: 1025ms | tok/sec: 63,913 | mfu: 1.3% | epoch: 1 | remaining: 122s    
step 00185 (59.3%) | loss: 4.020121 | lrm: 0.81 | dt: 1022ms | tok/sec: 64,101 | mfu: 1.3% | epoch: 1 | remaining: 121s    
step 00186 (59.7%) | loss: 4.013900 | lrm: 0.81 | dt: 1025ms | tok/sec: 63,907 | mfu: 1.3% | epoch: 1 | remaining: 120s    
step 00187 (60.0%) | loss: 4.006734 | lrm: 0.80 | dt: 1035ms | tok/sec: 63,339 | mfu: 1.3% | epoch: 1 | remaining: 119s    
step 00188 (60.3%) | loss: 4.001655 | lrm: 0.79 | dt: 1026ms | tok/sec: 63,875 | mfu: 1.3% | epoch: 1 | remaining: 118s    
step 00189 (60.7%) | loss: 3.996947 | lrm: 0.79 | dt: 1032ms | tok/sec: 63,490 | mfu: 1.3% | epoch: 1 | remaining: 117s    
step 00190 (61.0%) | loss: 3.985934 | lrm: 0.78 | dt: 1033ms | tok/sec: 63,449 | mfu: 1.3% | epoch: 1 | remaining: 116s    
step 00191 (61.4%) | loss: 3.985230 | lrm: 0.77 | dt: 1029ms | tok/sec: 63,666 | mfu: 1.3% | epoch: 1 | remaining: 115s    
step 00192 (61.7%) | loss: 3.979684 | lrm: 0.77 | dt: 1030ms | tok/sec: 63,619 | mfu: 1.3% | epoch: 1 | remaining: 114s    
step 00193 (62.1%) | loss: 3.970764 | lrm: 0.76 | dt: 1023ms | tok/sec: 64,056 | mfu: 1.3% | epoch: 1 | remaining: 113s    
step 00194 (62.4%) | loss: 3.970641 | lrm: 0.75 | dt: 1023ms | tok/sec: 64,056 | mfu: 1.3% | epoch: 1 | remaining: 112s    
step 00195 (62.7%) | loss: 3.966522 | lrm: 0.75 | dt: 1022ms | tok/sec: 64,144 | mfu: 1.3% | epoch: 1 | remaining: 111s    
step 00196 (63.1%) | loss: 3.960375 | lrm: 0.74 | dt: 1030ms | tok/sec: 63,630 | mfu: 1.3% | epoch: 1 | remaining: 110s    
step 00197 (63.4%) | loss: 3.959869 | lrm: 0.73 | dt: 1030ms | tok/sec: 63,636 | mfu: 1.3% | epoch: 1 | remaining: 109s    
step 00198 (63.8%) | loss: 3.953703 | lrm: 0.72 | dt: 1023ms | tok/sec: 64,054 | mfu: 1.3% | epoch: 1 | remaining: 108s    
step 00199 (64.1%) | loss: 3.949772 | lrm: 0.72 | dt: 1030ms | tok/sec: 63,657 | mfu: 1.3% | epoch: 1 | remaining: 107s    
step 00200 (64.4%) | loss: 3.947583 | lrm: 0.71 | dt: 1021ms | tok/sec: 64,163 | mfu: 1.3% | epoch: 1 | remaining: 106s    
step 00201 (64.8%) | loss: 3.946311 | lrm: 0.70 | dt: 1021ms | tok/sec: 64,202 | mfu: 1.3% | epoch: 1 | remaining: 105s    
step 00202 (65.1%) | loss: 3.941713 | lrm: 0.70 | dt: 1022ms | tok/sec: 64,093 | mfu: 1.3% | epoch: 1 | remaining: 104s    
step 00203 (65.5%) | loss: 3.930593 | lrm: 0.69 | dt: 1025ms | tok/sec: 63,953 | mfu: 1.3% | epoch: 1 | remaining: 103s    
step 00204 (65.8%) | loss: 3.930018 | lrm: 0.68 | dt: 1032ms | tok/sec: 63,492 | mfu: 1.3% | epoch: 1 | remaining: 102s    
step 00205 (66.2%) | loss: 3.926484 | lrm: 0.68 | dt: 1024ms | tok/sec: 64,005 | mfu: 1.3% | epoch: 1 | remaining: 101s    
step 00206 (66.5%) | loss: 3.924260 | lrm: 0.67 | dt: 1024ms | tok/sec: 63,972 | mfu: 1.3% | epoch: 1 | remaining: 99s    
step 00207 (66.8%) | loss: 3.918767 | lrm: 0.66 | dt: 1021ms | tok/sec: 64,177 | mfu: 1.3% | epoch: 1 | remaining: 98s    
step 00208 (67.2%) | loss: 3.911793 | lrm: 0.66 | dt: 1022ms | tok/sec: 64,122 | mfu: 1.3% | epoch: 1 | remaining: 97s    
step 00209 (67.5%) | loss: 3.907226 | lrm: 0.65 | dt: 1022ms | tok/sec: 64,155 | mfu: 1.3% | epoch: 1 | remaining: 96s    
step 00210 (67.9%) | loss: 3.907834 | lrm: 0.64 | dt: 1023ms | tok/sec: 64,037 | mfu: 1.3% | epoch: 1 | remaining: 95s    
step 00211 (68.2%) | loss: 3.904770 | lrm: 0.64 | dt: 1021ms | tok/sec: 64,186 | mfu: 1.3% | epoch: 1 | remaining: 94s    
step 00212 (68.5%) | loss: 3.902281 | lrm: 0.63 | dt: 1026ms | tok/sec: 63,853 | mfu: 1.3% | epoch: 1 | remaining: 93s    
step 00213 (68.9%) | loss: 3.896012 | lrm: 0.62 | dt: 1019ms | tok/sec: 64,292 | mfu: 1.3% | epoch: 1 | remaining: 92s    
step 00214 (69.2%) | loss: 3.896696 | lrm: 0.62 | dt: 1024ms | tok/sec: 64,023 | mfu: 1.3% | epoch: 1 | remaining: 91s    
step 00215 (69.6%) | loss: 3.896375 | lrm: 0.61 | dt: 1024ms | tok/sec: 63,993 | mfu: 1.3% | epoch: 1 | remaining: 90s    
step 00216 (69.9%) | loss: 3.889952 | lrm: 0.60 | dt: 1024ms | tok/sec: 63,974 | mfu: 1.3% | epoch: 1 | remaining: 89s    
step 00217 (70.2%) | loss: 3.891724 | lrm: 0.60 | dt: 1018ms | tok/sec: 64,359 | mfu: 1.3% | epoch: 1 | remaining: 88s    
step 00218 (70.6%) | loss: 3.880614 | lrm: 0.59 | dt: 1027ms | tok/sec: 63,817 | mfu: 1.3% | epoch: 1 | remaining: 87s    
step 00219 (70.9%) | loss: 3.874611 | lrm: 0.58 | dt: 1020ms | tok/sec: 64,237 | mfu: 1.3% | epoch: 1 | remaining: 86s    
step 00220 (71.3%) | loss: 3.865202 | lrm: 0.57 | dt: 1026ms | tok/sec: 63,851 | mfu: 1.3% | epoch: 1 | remaining: 85s    
step 00221 (71.6%) | loss: 3.859292 | lrm: 0.57 | dt: 1018ms | tok/sec: 64,371 | mfu: 1.3% | epoch: 1 | remaining: 84s    
step 00222 (71.9%) | loss: 3.853429 | lrm: 0.56 | dt: 1025ms | tok/sec: 63,943 | mfu: 1.3% | epoch: 1 | remaining: 83s    
step 00223 (72.3%) | loss: 3.853503 | lrm: 0.55 | dt: 1021ms | tok/sec: 64,209 | mfu: 1.3% | epoch: 1 | remaining: 82s    
step 00224 (72.6%) | loss: 3.855042 | lrm: 0.55 | dt: 1024ms | tok/sec: 63,997 | mfu: 1.3% | epoch: 1 | remaining: 81s    
step 00225 (73.0%) | loss: 3.845031 | lrm: 0.54 | dt: 1020ms | tok/sec: 64,229 | mfu: 1.3% | epoch: 1 | remaining: 80s    
step 00226 (73.3%) | loss: 3.840934 | lrm: 0.53 | dt: 1014ms | tok/sec: 64,658 | mfu: 1.3% | epoch: 1 | remaining: 79s    
step 00227 (73.7%) | loss: 3.837980 | lrm: 0.53 | dt: 1022ms | tok/sec: 64,107 | mfu: 1.3% | epoch: 1 | remaining: 78s    
step 00228 (74.0%) | loss: 3.837618 | lrm: 0.52 | dt: 1021ms | tok/sec: 64,202 | mfu: 1.3% | epoch: 1 | remaining: 77s    
step 00229 (74.3%) | loss: 3.835039 | lrm: 0.51 | dt: 1015ms | tok/sec: 64,574 | mfu: 1.3% | epoch: 1 | remaining: 76s    
step 00230 (74.7%) | loss: 3.829305 | lrm: 0.51 | dt: 1024ms | tok/sec: 64,021 | mfu: 1.3% | epoch: 1 | remaining: 75s    
step 00231 (75.0%) | loss: 3.826344 | lrm: 0.50 | dt: 1021ms | tok/sec: 64,169 | mfu: 1.3% | epoch: 1 | remaining: 74s    
step 00232 (75.4%) | loss: 3.825496 | lrm: 0.49 | dt: 1022ms | tok/sec: 64,138 | mfu: 1.3% | epoch: 1 | remaining: 73s    
step 00233 (75.7%) | loss: 3.819155 | lrm: 0.49 | dt: 1022ms | tok/sec: 64,144 | mfu: 1.3% | epoch: 1 | remaining: 72s    
step 00234 (76.0%) | loss: 3.817573 | lrm: 0.48 | dt: 1021ms | tok/sec: 64,173 | mfu: 1.3% | epoch: 1 | remaining: 71s    
step 00235 (76.4%) | loss: 3.813665 | lrm: 0.47 | dt: 1021ms | tok/sec: 64,162 | mfu: 1.3% | epoch: 1 | remaining: 70s    
step 00236 (76.7%) | loss: 3.813971 | lrm: 0.47 | dt: 1020ms | tok/sec: 64,220 | mfu: 1.3% | epoch: 1 | remaining: 69s    
step 00237 (77.1%) | loss: 3.808208 | lrm: 0.46 | dt: 1021ms | tok/sec: 64,165 | mfu: 1.3% | epoch: 1 | remaining: 68s    
step 00238 (77.4%) | loss: 3.803903 | lrm: 0.45 | dt: 1020ms | tok/sec: 64,232 | mfu: 1.3% | epoch: 1 | remaining: 67s    
step 00239 (77.7%) | loss: 3.798022 | lrm: 0.45 | dt: 1020ms | tok/sec: 64,263 | mfu: 1.3% | epoch: 1 | remaining: 66s    
step 00240 (78.1%) | loss: 3.796754 | lrm: 0.44 | dt: 1022ms | tok/sec: 64,116 | mfu: 1.3% | epoch: 1 | remaining: 65s    
step 00241 (78.4%) | loss: 3.790401 | lrm: 0.43 | dt: 1019ms | tok/sec: 64,301 | mfu: 1.3% | epoch: 1 | remaining: 64s    
step 00242 (78.8%) | loss: 3.788784 | lrm: 0.42 | dt: 1022ms | tok/sec: 64,108 | mfu: 1.3% | epoch: 1 | remaining: 63s    
step 00243 (79.1%) | loss: 3.785032 | lrm: 0.42 | dt: 1018ms | tok/sec: 64,347 | mfu: 1.3% | epoch: 1 | remaining: 62s    
step 00244 (79.4%) | loss: 3.779471 | lrm: 0.41 | dt: 1012ms | tok/sec: 64,752 | mfu: 1.3% | epoch: 1 | remaining: 61s    
step 00245 (79.8%) | loss: 3.775276 | lrm: 0.40 | dt: 1023ms | tok/sec: 64,066 | mfu: 1.3% | epoch: 1 | remaining: 60s    
step 00246 (80.1%) | loss: 3.771596 | lrm: 0.40 | dt: 1019ms | tok/sec: 64,283 | mfu: 1.3% | epoch: 1 | remaining: 59s    
step 00247 (80.5%) | loss: 3.766452 | lrm: 0.39 | dt: 1009ms | tok/sec: 64,925 | mfu: 1.3% | epoch: 1 | remaining: 58s    
step 00248 (80.8%) | loss: 3.763950 | lrm: 0.38 | dt: 1024ms | tok/sec: 63,979 | mfu: 1.3% | epoch: 1 | remaining: 57s    
step 00249 (81.1%) | loss: 3.766491 | lrm: 0.38 | dt: 1019ms | tok/sec: 64,341 | mfu: 1.3% | epoch: 1 | remaining: 56s    
step 00250 (81.5%) | loss: 3.765374 | lrm: 0.37 | dt: 1010ms | tok/sec: 64,875 | mfu: 1.3% | epoch: 1 | remaining: 55s    
step 00251 (81.8%) | loss: 3.761074 | lrm: 0.36 | dt: 1011ms | tok/sec: 64,822 | mfu: 1.3% | epoch: 1 | remaining: 54s    
step 00252 (82.1%) | loss: 3.759057 | lrm: 0.36 | dt: 1022ms | tok/sec: 64,153 | mfu: 1.3% | epoch: 1 | remaining: 53s    
step 00253 (82.5%) | loss: 3.754625 | lrm: 0.35 | dt: 1012ms | tok/sec: 64,729 | mfu: 1.3% | epoch: 1 | remaining: 52s    
step 00254 (82.8%) | loss: 3.757822 | lrm: 0.34 | dt: 1020ms | tok/sec: 64,257 | mfu: 1.3% | epoch: 1 | remaining: 51s    
step 00255 (83.2%) | loss: 3.747457 | lrm: 0.34 | dt: 1023ms | tok/sec: 64,070 | mfu: 1.3% | epoch: 1 | remaining: 49s    
step 00256 (83.5%) | loss: 3.741601 | lrm: 0.33 | dt: 1022ms | tok/sec: 64,142 | mfu: 1.3% | epoch: 1 | remaining: 48s    
step 00257 (83.8%) | loss: 3.729625 | lrm: 0.32 | dt: 1011ms | tok/sec: 64,847 | mfu: 1.3% | epoch: 1 | remaining: 47s    
step 00258 (84.2%) | loss: 3.721958 | lrm: 0.32 | dt: 1024ms | tok/sec: 63,993 | mfu: 1.3% | epoch: 1 | remaining: 46s    
step 00259 (84.5%) | loss: 3.717508 | lrm: 0.31 | dt: 1020ms | tok/sec: 64,275 | mfu: 1.3% | epoch: 1 | remaining: 45s    
step 00260 (84.9%) | loss: 3.711377 | lrm: 0.30 | dt: 1024ms | tok/sec: 63,998 | mfu: 1.3% | epoch: 1 | remaining: 44s    
step 00261 (85.2%) | loss: 3.707979 | lrm: 0.30 | dt: 1019ms | tok/sec: 64,344 | mfu: 1.3% | epoch: 1 | remaining: 43s    
step 00262 (85.5%) | loss: 3.700953 | lrm: 0.29 | dt: 1011ms | tok/sec: 64,849 | mfu: 1.3% | epoch: 1 | remaining: 42s    
step 00263 (85.9%) | loss: 3.698320 | lrm: 0.28 | dt: 1023ms | tok/sec: 64,076 | mfu: 1.3% | epoch: 1 | remaining: 41s    
step 00264 (86.2%) | loss: 3.705711 | lrm: 0.28 | dt: 1021ms | tok/sec: 64,179 | mfu: 1.3% | epoch: 1 | remaining: 40s    
step 00265 (86.6%) | loss: 3.705910 | lrm: 0.27 | dt: 1021ms | tok/sec: 64,166 | mfu: 1.3% | epoch: 1 | remaining: 39s    
step 00266 (86.9%) | loss: 3.712603 | lrm: 0.26 | dt: 1018ms | tok/sec: 64,361 | mfu: 1.3% | epoch: 1 | remaining: 38s    
step 00267 (87.2%) | loss: 3.707431 | lrm: 0.26 | dt: 1011ms | tok/sec: 64,822 | mfu: 1.3% | epoch: 1 | remaining: 37s    
step 00268 (87.6%) | loss: 3.706511 | lrm: 0.25 | dt: 1022ms | tok/sec: 64,106 | mfu: 1.3% | epoch: 1 | remaining: 36s    
step 00269 (87.9%) | loss: 3.708339 | lrm: 0.24 | dt: 1019ms | tok/sec: 64,316 | mfu: 1.3% | epoch: 1 | remaining: 35s    
step 00270 (88.3%) | loss: 3.703321 | lrm: 0.23 | dt: 1025ms | tok/sec: 63,954 | mfu: 1.3% | epoch: 1 | remaining: 34s    
step 00271 (88.6%) | loss: 3.702350 | lrm: 0.23 | dt: 1021ms | tok/sec: 64,219 | mfu: 1.3% | epoch: 1 | remaining: 33s    
step 00272 (88.9%) | loss: 3.699201 | lrm: 0.22 | dt: 1021ms | tok/sec: 64,218 | mfu: 1.3% | epoch: 1 | remaining: 32s    
step 00273 (89.3%) | loss: 3.695271 | lrm: 0.21 | dt: 1020ms | tok/sec: 64,225 | mfu: 1.3% | epoch: 1 | remaining: 31s    
step 00274 (89.6%) | loss: 3.692451 | lrm: 0.21 | dt: 1024ms | tok/sec: 64,009 | mfu: 1.3% | epoch: 1 | remaining: 30s    
step 00275 (90.0%) | loss: 3.691853 | lrm: 0.20 | dt: 1023ms | tok/sec: 64,041 | mfu: 1.3% | epoch: 1 | remaining: 29s    
step 00276 (90.3%) | loss: 3.688115 | lrm: 0.19 | dt: 1022ms | tok/sec: 64,104 | mfu: 1.3% | epoch: 1 | remaining: 28s    
step 00277 (90.6%) | loss: 3.688400 | lrm: 0.19 | dt: 1019ms | tok/sec: 64,302 | mfu: 1.3% | epoch: 1 | remaining: 27s    
step 00278 (91.0%) | loss: 3.688402 | lrm: 0.18 | dt: 1025ms | tok/sec: 63,966 | mfu: 1.3% | epoch: 1 | remaining: 26s    
step 00279 (91.3%) | loss: 3.682557 | lrm: 0.17 | dt: 1023ms | tok/sec: 64,048 | mfu: 1.3% | epoch: 1 | remaining: 25s    
step 00280 (91.7%) | loss: 3.684005 | lrm: 0.17 | dt: 1024ms | tok/sec: 64,019 | mfu: 1.3% | epoch: 1 | remaining: 24s    
step 00281 (92.0%) | loss: 3.686108 | lrm: 0.16 | dt: 1022ms | tok/sec: 64,131 | mfu: 1.3% | epoch: 1 | remaining: 23s    
step 00282 (92.3%) | loss: 3.680862 | lrm: 0.15 | dt: 1024ms | tok/sec: 63,991 | mfu: 1.3% | epoch: 1 | remaining: 22s    
step 00283 (92.7%) | loss: 3.678838 | lrm: 0.15 | dt: 1021ms | tok/sec: 64,173 | mfu: 1.3% | epoch: 1 | remaining: 21s    
step 00284 (93.0%) | loss: 3.680370 | lrm: 0.14 | dt: 1024ms | tok/sec: 64,002 | mfu: 1.3% | epoch: 1 | remaining: 20s    
step 00285 (93.4%) | loss: 3.677573 | lrm: 0.13 | dt: 1019ms | tok/sec: 64,326 | mfu: 1.3% | epoch: 1 | remaining: 19s    
step 00286 (93.7%) | loss: 3.670486 | lrm: 0.13 | dt: 1020ms | tok/sec: 64,257 | mfu: 1.3% | epoch: 1 | remaining: 18s    
step 00287 (94.1%) | loss: 3.671842 | lrm: 0.12 | dt: 1021ms | tok/sec: 64,179 | mfu: 1.3% | epoch: 1 | remaining: 17s    
step 00288 (94.4%) | loss: 3.669770 | lrm: 0.11 | dt: 1019ms | tok/sec: 64,318 | mfu: 1.3% | epoch: 1 | remaining: 16s    
step 00289 (94.7%) | loss: 3.670750 | lrm: 0.11 | dt: 1027ms | tok/sec: 63,843 | mfu: 1.3% | epoch: 1 | remaining: 15s    
step 00290 (95.1%) | loss: 3.665856 | lrm: 0.10 | dt: 1021ms | tok/sec: 64,166 | mfu: 1.3% | epoch: 1 | remaining: 14s    
step 00291 (95.4%) | loss: 3.664979 | lrm: 0.09 | dt: 1021ms | tok/sec: 64,169 | mfu: 1.3% | epoch: 1 | remaining: 13s    
step 00292 (95.8%) | loss: 3.660110 | lrm: 0.08 | dt: 1022ms | tok/sec: 64,142 | mfu: 1.3% | epoch: 1 | remaining: 12s    
step 00293 (96.1%) | loss: 3.662662 | lrm: 0.08 | dt: 1024ms | tok/sec: 63,977 | mfu: 1.3% | epoch: 1 | remaining: 11s    
step 00294 (96.4%) | loss: 3.661885 | lrm: 0.07 | dt: 1021ms | tok/sec: 64,189 | mfu: 1.3% | epoch: 1 | remaining: 10s    
step 00295 (96.8%) | loss: 3.658577 | lrm: 0.06 | dt: 1021ms | tok/sec: 64,164 | mfu: 1.3% | epoch: 1 | remaining: 9s    
step 00296 (97.1%) | loss: 3.660637 | lrm: 0.06 | dt: 1024ms | tok/sec: 63,995 | mfu: 1.3% | epoch: 1 | remaining: 8s    
step 00297 (97.5%) | loss: 3.657346 | lrm: 0.05 | dt: 1024ms | tok/sec: 63,991 | mfu: 1.3% | epoch: 1 | remaining: 7s    
step 00298 (97.8%) | loss: 3.662826 | lrm: 0.04 | dt: 1022ms | tok/sec: 64,152 | mfu: 1.3% | epoch: 1 | remaining: 6s    
step 00299 (98.1%) | loss: 3.660518 | lrm: 0.04 | dt: 1020ms | tok/sec: 64,247 | mfu: 1.3% | epoch: 1 | remaining: 5s    
step 00300 (98.5%) | loss: 3.658742 | lrm: 0.03 | dt: 1019ms | tok/sec: 64,286 | mfu: 1.3% | epoch: 1 | remaining: 4s    
step 00301 (98.8%) | loss: 3.657283 | lrm: 0.02 | dt: 1024ms | tok/sec: 64,012 | mfu: 1.3% | epoch: 1 | remaining: 3s    
step 00302 (99.2%) | loss: 3.663620 | lrm: 0.02 | dt: 1021ms | tok/sec: 64,217 | mfu: 1.3% | epoch: 1 | remaining: 1s    
step 00303 (99.5%) | loss: 3.657675 | lrm: 0.01 | dt: 1022ms | tok/sec: 64,151 | mfu: 1.3% | epoch: 1 | remaining: 0s    
step 00304 (99.8%) | loss: 3.659169 | lrm: 0.00 | dt: 1019ms | tok/sec: 64,282 | mfu: 1.3% | epoch: 1 | remaining: 0s    
---
val_bpb:          1.270200
training_seconds: 300.5
total_seconds:    519.0
peak_vram_mb:     13473.2
mfu_percent:      1.31
total_tokens_M:   20.0
num_steps:        305
num_params_M:     50.3
depth:            8
/content/autoresearch/train_gpu_pytorch.py:613: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(DTYPE == torch.float16))
